id,nombre,apellido,email,telefono,direccion,ciudad,estado,codigo_postal,pais,empresa,puesto,fecha_registro,fecha_ultima_compra,producto_favorito,monto_total_compras,frecuencia_compra,metodo_pago,activo,notas,fecha_nacimiento,genero,nivel_ingresos,nivel_satisfaccion,cliente_recurrente,nps,descuento,tipo_cliente,referido_por,region
57b997e8-323a-43d5-bf20-b8aad0d3f5cf,Jack,Branch,melanie26@example.org,+1-644-992-7073x3895,35315 Kaylee Trafficway,North Robertmouth,Tennessee,08587,Malta,"Richardson, Smith and Watkins","Scientist, research (life sciences)",2024-08-05,2024-08-30,job,1073.91,Media,PayPal,True,Foot current production military.,2000-12-21,Otro,Medio,10,False,-33,21%,Leal,Monica Jordan DDS,Internacional
8115199a-65b9-4cfa-949d-c7b770316338,Anthony,Cuevas,ncarter@example.com,(461)670-2613x77289,10507 Crane Key,Port Daniel,Iowa,12424,Jamaica,Perkins-Keller,Colour technologist,2025-04-01,2024-11-05,local,6918.38,Alta,Tarjeta,True,Physical third particular grow she at set.,2001-03-09,M,Alto,4,True,-33,44%,VIP,Melissa Rivera,Sur
457d72b6-a292-49b2-8125-399674ad3b29,Caleb,Bailey,mallen@example.org,933-994-0807x31142,978 Ford Flats Suite 703,Herreraside,North Carolina,05331,Reunion,Nelson-Cannon,Intelligence analyst,2024-03-06,2024-05-24,citizen,3511.21,Alta,Tarjeta,True,Choice behavior again entire both these find.,1979-09-12,Otro,Alto,10,True,90,44%,Leal,Adrian Hobbs,Norte
c951a14f-9490-4c99-a3b4-694235ce99c4,Lori,Williams,crossshawn@example.org,(933)966-1045x093,2548 Crystal Land,West Oscarhaven,Minnesota,72781,Cook Islands,Wells-Carrillo,Environmental education officer,2023-10-27,2024-05-19,hour,6076.67,Baja,PayPal,True,Red few minute brother mission air cold.,2005-09-06,M,Medio,7,False,89,9%,Nuevo,Wayne Lynch,Internacional
b8788ef7-342e-4b25-b8f6-878ad266ce09,Daniel,Trujillo,jillluna@example.net,(900)405-8245x52632,069 Courtney Neck,Richardfort,Kansas,66509,Suriname,"Cox, Mcguire and Morales","Teacher, early years/pre",2024-09-25,2024-07-27,population,8154.0,Media,Transferencia,True,Truth painting president foot some human hotel.,1967-03-26,Otro,Bajo,10,True,43,22%,Nuevo,Marcus Jimenez,Norte
bc7cd568-1f28-491b-a4eb-fa379ecb9b9b,Anthony,Carlson,pearsonkyle@example.com,+1-356-557-3744x4761,968 Glenn Course Suite 210,Lake Christopherland,South Dakota,93920,Uruguay,"Tran, Brown and Briggs",Plant breeder/geneticist,2023-07-19,2024-11-28,remain,6240.44,Baja,Efectivo,False,Real old find better.,1970-08-11,F,Medio,4,True,-51,31%,VIP,Dustin Lozano,Oeste
dd17a041-ed9c-4dd3-b2a1-1f4b156410b6,Carmen,White,elizabethlarson@example.net,001-660-661-7295x0367,451 Melissa Forge,West Samantha,Utah,82883,Saudi Arabia,Hoffman Inc,Special effects artist,2023-08-10,2024-05-29,resource,6908.58,Media,Efectivo,False,Nation same message ability.,1996-03-11,M,Alto,2,False,-81,24%,Nuevo,Samantha Mcdonald,Norte
9d0be4f9-0431-4159-84f5-cfd9f237b000,Heidi,Salinas,sylviagreen@example.net,855-458-0443x7472,2819 Brittany Road Apt. 364,Joannside,Ohio,23896,Gibraltar,Martinez Ltd,Broadcast journalist,2025-02-25,2024-09-24,door,2136.63,Media,Transferencia,True,Medical worker art audience moment.,1975-06-02,Otro,Medio,7,True,37,12%,Leal,Christopher Greene,Oeste
d4ba94f8-280c-459f-bf8c-4464587baa21,Cassandra,Ellis,ray14@example.com,(707)761-3754x80631,06962 Katherine Ports,Montgomerymouth,Connecticut,98169,Equatorial Guinea,"Smith, Medina and Yates","Engineer, aeronautical",2023-10-22,2024-07-09,defense,5571.21,Alta,Efectivo,True,His strategy buy wife maintain there.,2006-03-08,Otro,Bajo,5,False,-14,30%,VIP,Tracy Munoz,Este
02701a09-450b-471d-9a71-5e04e714dd0c,Phillip,Campbell,victoriamcguire@example.org,001-557-916-5817x267,26076 Phillip Stream,Amandaberg,Connecticut,93094,United States of America,Wolfe-Brown,Health visitor,2024-12-01,2024-10-24,available,8804.76,Media,Efectivo,True,Positive probably yet second year.,1984-09-07,M,Alto,2,True,-59,30%,VIP,Cynthia Heath,Sur
a8b62019-f42a-404a-8039-5c8e364e6c83,Annette,Sheppard,walkerrichard@example.com,+1-230-570-7600x3039,96518 Williams View,North Eugenebury,New Jersey,98062,Guinea,"Gray, Henson and Peters",Lawyer,2023-05-15,2024-10-19,throughout,8851.05,Media,Efectivo,True,Quickly experience affect leave song road owner.,1999-07-14,M,Bajo,4,True,-97,6%,VIP,Jacob Hart,Internacional
3cf8a9ce-59cc-44f9-abd0-17af4cfaf48c,Patrick,Johnson,haynesrichard@example.org,738.339.7282x536,413 Ferguson Loop Suite 693,Stevenbury,Utah,30431,Belgium,Crawford Inc,Dancer,2023-07-03,2025-02-23,authority,8116.0,Alta,Tarjeta,False,Begin space memory.,1959-01-06,Otro,Bajo,6,True,57,41%,Nuevo,James Harper,Este
10551fd9-6466-401e-9b6f-da49292fcac0,Aaron,Perez,rlarson@example.net,001-828-296-3593,32317 Baker Pass Suite 171,Teresastad,New Mexico,18258,Luxembourg,Garcia-Perez,Media planner,2024-06-07,2025-04-04,will,3196.56,Media,Transferencia,False,Raise region tree red challenge authority land far.,1972-03-10,F,Bajo,2,False,-56,21%,VIP,Robert Rogers,Oeste
fa92a0fb-3ffb-4bf5-ab4b-48d6eb646ffe,Kenneth,Richardson,asims@example.org,772.483.8494,2616 Brandon Ridges,Port Charlesfort,Georgia,29730,Algeria,Sanders-Herman,"Engineer, technical sales",2024-10-02,2024-11-01,as,4176.91,Alta,Tarjeta,False,Little strong able remain prove.,1987-01-05,M,Bajo,3,False,-26,34%,Potencial,Devon Rivera,Oeste
6b923027-796c-447b-b175-b93594e05e89,Joseph,Harrell,ortegasamantha@example.net,239.949.9547x8027,74121 Carl Brooks,South Ashleyberg,Delaware,64430,Saudi Arabia,Lewis-Johnson,Ranger/warden,2023-07-16,2024-12-16,hold,2170.79,Alta,Transferencia,False,Decision pretty the will radio wear summer.,1991-03-08,Otro,Alto,6,False,26,48%,Leal,Todd Hall,Este
7b9d01af-e7fd-4846-a23d-91afb17c2f2f,Eric,Murray,jvaughn@example.net,+1-928-666-3677x78842,0957 Ali Motorway,Contrerasfort,Kansas,60344,Central African Republic,Schmidt-Daniels,"Administrator, arts",2024-01-19,2024-05-10,pretty,1999.74,Media,Tarjeta,False,Down organization cost floor meeting win expect.,1988-10-12,M,Medio,4,False,-27,11%,Nuevo,John Thomas,Internacional
c4b5f502-b107-4a08-a416-9d113dbb5d07,Michael,Clay,agarcia@example.org,(677)912-8646,6315 Graham Pine Apt. 359,North Carla,Kentucky,29482,Japan,Haynes-Clark,Midwife,2024-06-02,2024-12-26,style,3198.15,Media,Efectivo,True,Any level boy likely big contain.,1990-01-07,M,Alto,9,True,-77,1%,VIP,Brendan Noble,Sur
d6bdeb93-8a0c-4ea4-a5ad-0b3f9bb0d6c4,Stephen,Serrano,bridgetrobinson@example.com,899-501-1450,957 Miller Cliff,West Kathleenfurt,North Dakota,12569,Malta,Yu Ltd,Special effects artist,2023-06-05,2024-05-28,drop,8146.56,Alta,Efectivo,True,It believe avoid compare artist blood not strategy.,1967-03-01,Otro,Alto,9,True,18,3%,VIP,Michael Crawford,Sur
e90f9ade-640f-41fa-8692-354fa515fb8e,Teresa,Welch,gmercer@example.org,(964)712-5719x971,97911 Ethan Way Apt. 744,North Sheila,Iowa,04078,Kuwait,Coffey Inc,Land/geomatics surveyor,2024-06-06,2025-01-25,concern,1601.59,Media,PayPal,False,Against management shake music news mind value.,1975-12-11,F,Bajo,2,True,-35,26%,Potencial,Rachael Jackson,Norte
6de6d497-a038-4fdd-b778-21a5603a82bb,Colleen,Jones,wilsonvalerie@example.net,(994)420-0825,8484 Wanda Mall,Port Cynthia,Alaska,13410,France,Gray Group,Professor Emeritus,2023-06-22,2024-05-28,act,6932.24,Alta,PayPal,True,Voice son ok reflect so direction.,1994-08-04,M,Bajo,3,True,18,3%,VIP,Mike Kim DVM,Este
8206c4fc-0a0c-4be2-b9a5-d698f90a159c,Amanda,Garcia,terrivelazquez@example.net,(568)486-3330x4945,54773 Ryan Glen Suite 178,Davidview,Virginia,16345,Paraguay,Fields-Moss,Illustrator,2023-10-26,2024-11-14,begin,8459.58,Alta,PayPal,True,Road hit town which important such character miss.,2003-12-21,Otro,Alto,8,True,-92,15%,Nuevo,Daniel Owens,Sur
7fb226e0-f852-4ca8-a22f-d931cf20a9e7,Jose,Flynn,pottsleah@example.org,(357)259-6590x370,1158 Davidson Road Apt. 937,Port Jamietown,Rhode Island,69988,Malta,Porter LLC,Speech and language therapist,2025-03-06,2024-10-21,make,8292.19,Alta,Transferencia,False,Represent which simple almost check no degree.,1997-05-16,F,Bajo,3,True,63,35%,VIP,Maria Matthews,Oeste
fcca6cdc-20aa-4832-9efe-be6e8e30f111,Christopher,Campbell,kmueller@example.com,(858)468-2846x4318,7360 Casey Crescent Apt. 382,Kellyfort,Mississippi,77385,Netherlands Antilles,"Gibson, Glenn and Anderson",Careers adviser,2024-07-07,2025-04-29,sport,8755.2,Media,PayPal,False,Job hot father firm space soon.,2003-07-13,M,Alto,2,False,6,15%,Leal,Charles James,Internacional
